student_id,session,semester,semester_gpa,credits_attempted,credits_earned
STD0313,2020/2021,2,3.5,6.0,6.0
STD0313,2021/2022,1,4.375,8.0,8.0
STD0313,2021/2022,2,4.571428571428571,7.0,7.0
STD0313,2022/2023,1,4.4,5.0,5.0
STD0313,2022/2023,2,4.444444444444445,9.0,9.0
STD0314,2018/2019,1,4.375,8.0,8.0
STD0314,2018/2019,2,4.625,8.0,8.0
STD0314,2019/2020,1,3.125,8.0,8.0
STD0314,2019/2020,2,4.142857142857143,7.0,7.0
STD0314,2020/2021,1,3.4285714285714284,7.0,7.0
STD0314,2020/2021,2,5.0,6.0,6.0
STD0314,2021/2022,1,4.545454545454546,11.0,11.0
STD0314,2021/2022,2,3.6,5.0,5.0
STD0314,2022/2023,1,4.666666666666667,12.0,12.0
STD0314,2022/2023,2,5.0,3.0,3.0
STD0315,2018/2019,1,2.25,8.0,6.0
STD0315,2018/2019,2,2.2857142857142856,7.0,4.0
STD0315,2019/2020,1,3.3076923076923075,13.0,13.0
STD0315,2019/2020,2,0.0,2.0,0.0
STD0315,2020/2021,1,0.8571428571428571,7.0,2.0
STD0315,2020/2021,2,3.6666666666666665,6.0,6.0
STD0315,2021/2022,1,2.4,5.0,5.0
STD0315,2021/2022,2,3.1,10.0,8.0
STD0315,2022/2023,1,3.2,5.0,5.0
STD0315,2022/2023,2,2.4444444444444446,9.0,9.0
STD0316,2018/2019,1,2.25,8.0,6.0
STD0316,2018/2019,2,5.0,7.0,7.0
STD0316,2019/2020,1,2.588235294117647,17.0,11.0
STD0316,2020/2021,1,4.0,10.0,10.0
STD0316,2020/2021,2,3.6,5.0,5.0
STD0316,2021/2022,1,4.0,8.0,8.0
STD0316,2021/2022,2,4.0,6.0,6.0
STD0316,2022/2023,1,4.4,5.0,5.0
STD0316,2022/2023,2,4.333333333333333,9.0,9.0
STD0317,2017/2018,1,2.25,8.0,6.0
STD0317,2017/2018,2,3.875,8.0,8.0
STD0317,2018/2019,1,1.9090909090909092,11.0,8.0
STD0317,2018/2019,2,4.0,4.0,4.0
STD0317,2019/2020,1,3.2,5.0,5.0
STD0317,2019/2020,2,3.0,9.0,9.0
STD0317,2020/2021,1,1.6666666666666667,9.0,5.0
STD0317,2020/2021,2,3.6,5.0,5.0
STD0317,2021/2022,1,2.4,10.0,8.0
STD0317,2021/2022,2,3.0,4.0,4.0
STD0317,2022/2023,1,3.0,9.0,9.0
STD0317,2022/2023,2,3.857142857142857,7.0,7.0
STD0318,2019/2020,1,3.0,8.0,6.0
STD0318,2019/2020,2,3.125,8.0,8.0
STD0318,2020/2021,1,2.8181818181818183,11.0,8.0
STD0318,2020/2021,2,4.0,6.0,6.0
STD0318,2021/2022,1,4.111111111111111,9.0,9.0
STD0318,2021/2022,2,4.6,5.0,5.0
STD0318,2022/2023,1,3.8,5.0,5.0
STD0318,2022/2023,2,4.0,10.0,10.0
STD0319,2017/2018,1,3.5,6.0,6.0
STD0319,2017/2018,2,3.9,10.0,10.0
STD0319,2018/2019,1,1.75,8.0,5.0
STD0319,2018/2019,2,3.142857142857143,7.0,7.0
STD0319,2019/2020,1,1.6363636363636365,11.0,6.0
STD0319,2019/2020,2,3.5,4.0,4.0
STD0319,2020/2021,1,2.75,12.0,10.0
STD0319,2020/2021,2,4.0,2.0,2.0
STD0319,2021/2022,1,4.0,4.0,4.0
STD0319,2021/2022,2,4.1,10.0,10.0
STD0319,2022/2023,1,3.1,10.0,10.0
STD0319,2022/2023,2,2.0,5.0,2.0
STD0320,2018/2019,1,2.25,8.0,6.0
STD0320,2018/2019,2,4.25,8.0,8.0
STD0320,2019/2020,1,2.25,12.0,9.0
STD0320,2019/2020,2,2.0,4.0,2.0
STD0320,2020/2021,1,2.9166666666666665,12.0,9.0
STD0320,2020/2021,2,0.0,2.0,0.0
STD0320,2021/2022,1,2.0,2.0,2.0
STD0320,2021/2022,2,3.0833333333333335,12.0,9.0
STD0320,2022/2023,1,3.375,8.0,6.0
STD0320,2022/2023,2,3.2857142857142856,7.0,7.0
STD0321,2017/2018,1,4.0,5.0,5.0
STD0321,2017/2018,2,4.3,10.0,10.0
STD0321,2018/2019,1,3.9285714285714284,14.0,14.0
STD0321,2018/2019,2,4.0,3.0,3.0
STD0321,2019/2020,1,3.7,10.0,8.0
STD0321,2019/2020,2,3.0,4.0,4.0
STD0321,2020/2021,1,3.0,2.0,2.0
STD0321,2020/2021,2,3.6,10.0,10.0
STD0321,2021/2022,1,3.6666666666666665,9.0,9.0
STD0321,2021/2022,2,4.0,6.0,6.0
STD0321,2022/2023,1,3.0,3.0,3.0
STD0321,2022/2023,2,3.1818181818181817,11.0,9.0
STD0322,2019/2020,1,0.75,8.0,3.0
STD0322,2019/2020,2,3.7142857142857144,7.0,7.0
STD0322,2020/2021,1,1.5,12.0,6.0
STD0322,2020/2021,2,3.0,5.0,5.0
STD0322,2021/2022,1,1.4375,16.0,7.0
STD0322,2022/2023,1,0.9,10.0,3.0
STD0322,2022/2023,2,3.5,4.0,4.0
STD0323,2020/2021,1,4.375,8.0,8.0
STD0323,2020/2021,2,5.0,7.0,7.0
STD0323,2021/2022,1,4.625,8.0,8.0
STD0323,2021/2022,2,4.714285714285714,7.0,7.0
STD0323,2022/2023,1,4.0,3.0,3.0
STD0323,2022/2023,2,4.5,12.0,12.0
STD0324,2019/2020,1,0.0,5.0,0.0
STD0324,2019/2020,2,2.9,10.0,10.0
STD0324,2020/2021,1,1.0909090909090908,11.0,3.0
STD0324,2020/2021,2,3.6,5.0,5.0
STD0324,2021/2022,1,0.5454545454545454,11.0,3.0
STD0324,2021/2022,2,2.4,5.0,3.0
STD0324,2022/2023,1,1.6153846153846154,13.0,8.0
STD0324,2022/2023,2,4.0,2.0,2.0
STD0325,2017/2018,1,1.2,5.0,3.0
STD0325,2017/2018,2,1.9,10.0,5.0
STD0325,2018/2019,1,0.8181818181818182,11.0,3.0
STD0325,2018/2019,2,3.0,5.0,5.0
STD0325,2019/2020,1,0.0,6.0,0.0
STD0325,2019/2020,2,1.4,10.0,5.0
STD0325,2020/2021,1,3.0,4.0,4.0
STD0325,2020/2021,2,1.6363636363636365,11.0,5.0
STD0325,2021/2022,1,0.0,5.0,0.0
STD0325,2021/2022,2,2.888888888888889,9.0,7.0
STD0325,2022/2023,1,0.0,6.0,0.0
STD0325,2022/2023,2,2.111111111111111,9.0,7.0
STD0326,2020/2021,1,3.875,8.0,8.0
STD0326,2020/2021,2,4.714285714285714,7.0,7.0
STD0326,2021/2022,1,3.6153846153846154,13.0,13.0
STD0326,2021/2022,2,3.0,2.0,2.0
STD0326,2022/2023,1,3.0,5.0,3.0
STD0326,2022/2023,2,4.111111111111111,9.0,9.0
STD0327,2017/2018,1,3.75,8.0,8.0
STD0327,2017/2018,2,4.571428571428571,7.0,7.0
STD0327,2018/2019,1,3.1,10.0,7.0
STD0327,2018/2019,2,4.5,6.0,6.0
STD0327,2019/2020,1,3.3,10.0,10.0
STD0327,2019/2020,2,3.4,5.0,5.0
STD0327,2020/2021,1,5.0,7.0,7.0
STD0327,2020/2021,2,4.428571428571429,7.0,7.0
STD0327,2021/2022,1,4.0,5.0,5.0
STD0327,2021/2022,2,4.5,10.0,10.0
STD0327,2022/2023,1,4.142857142857143,7.0,7.0
STD0327,2022/2023,2,5.0,7.0,7.0
STD0328,2020/2021,1,3.375,8.0,8.0
STD0328,2020/2021,2,3.875,8.0,8.0
STD0328,2021/2022,1,3.0,5.0,5.0
STD0328,2021/2022,2,4.222222222222222,9.0,9.0
STD0328,2022/2023,1,3.1538461538461537,13.0,11.0
STD0328,2022/2023,2,5.0,2.0,2.0
STD0329,2017/2018,1,2.25,8.0,6.0
STD0329,2017/2018,2,5.0,8.0,8.0
STD0329,2018/2019,1,2.6666666666666665,9.0,6.0
STD0329,2018/2019,2,3.7142857142857144,7.0,7.0
STD0329,2019/2020,1,4.2,10.0,10.0
STD0329,2019/2020,2,1.5,4.0,2.0
STD0329,2020/2021,1,3.8,10.0,10.0
STD0329,2020/2021,2,5.0,4.0,4.0
STD0329,2021/2022,1,1.6,5.0,2.0
STD0329,2021/2022,2,3.8,10.0,8.0
STD0329,2022/2023,1,3.2,10.0,10.0
STD0329,2022/2023,2,5.0,5.0,5.0
STD0330,2018/2019,1,3.6,5.0,5.0
STD0330,2018/2019,2,4.3,10.0,10.0
STD0330,2019/2020,1,1.6153846153846154,13.0,8.0
STD0330,2019/2020,2,2.0,2.0,2.0
STD0330,2020/2021,1,1.7142857142857142,7.0,5.0
STD0330,2020/2021,2,2.142857142857143,7.0,5.0
STD0330,2021/2022,1,1.2,5.0,2.0
STD0330,2021/2022,2,3.5555555555555554,9.0,7.0
STD0330,2022/2023,1,3.1818181818181817,11.0,8.0
STD0330,2022/2023,2,1.2,5.0,2.0
STD0331,2017/2018,1,0.75,8.0,3.0
STD0331,2017/2018,2,2.25,8.0,6.0
STD0331,2018/2019,1,0.75,16.0,4.0
STD0331,2019/2020,1,0.75,8.0,3.0
STD0331,2019/2020,2,2.0,7.0,4.0
STD0331,2020/2021,1,1.5,4.0,2.0
STD0331,2020/2021,2,2.0,10.0,8.0
STD0331,2021/2022,1,1.7,10.0,5.0
STD0331,2021/2022,2,2.0,6.0,3.0
STD0331,2022/2023,1,1.5,8.0,3.0
STD0331,2022/2023,2,2.0,6.0,4.0
STD0332,2017/2018,1,0.0,5.0,0.0
STD0332,2017/2018,2,3.6,10.0,10.0
STD0332,2018/2019,1,2.5714285714285716,14.0,11.0
STD0332,2018/2019,2,0.0,2.0,0.0
STD0332,2019/2020,1,2.125,8.0,5.0
STD0332,2019/2020,2,3.2857142857142856,7.0,7.0
STD0332,2020/2021,1,3.0,2.0,2.0
STD0332,2020/2021,2,3.75,12.0,12.0
STD0332,2021/2022,1,4.0,3.0,3.0
STD0332,2021/2022,2,3.1818181818181817,11.0,11.0
STD0332,2022/2023,1,4.0,3.0,3.0
STD0332,2022/2023,2,2.8461538461538463,13.0,11.0
STD0333,2018/2019,1,2.6,5.0,5.0
STD0333,2018/2019,2,0.8,10.0,2.0
STD0333,2019/2020,1,2.230769230769231,13.0,8.0
STD0333,2019/2020,2,4.0,2.0,2.0
STD0333,2020/2021,1,2.1333333333333333,15.0,12.0
STD0333,2021/2022,1,1.5,4.0,2.0
STD0333,2021/2022,2,2.5555555555555554,9.0,7.0
STD0333,2022/2023,1,2.6,10.0,8.0
STD0333,2022/2023,2,2.4,5.0,3.0
STD0334,2020/2021,1,4.125,8.0,8.0
STD0334,2020/2021,2,4.714285714285714,7.0,7.0
STD0334,2021/2022,1,4.384615384615385,13.0,13.0
STD0334,2021/2022,2,5.0,2.0,2.0
STD0334,2022/2023,1,4.333333333333333,12.0,12.0
STD0334,2022/2023,2,4.0,3.0,3.0
STD0335,2019/2020,1,2.375,8.0,8.0
STD0335,2019/2020,2,3.5714285714285716,7.0,7.0
STD0335,2020/2021,1,2.111111111111111,9.0,7.0
STD0335,2020/2021,2,3.6,5.0,5.0
STD0335,2021/2022,1,2.933333333333333,15.0,12.0
STD0335,2022/2023,1,4.0,6.0,6.0
STD0335,2022/2023,2,2.4545454545454546,11.0,8.0
STD0336,2019/2020,1,0.5,8.0,2.0
STD0336,2019/2020,2,2.7142857142857144,7.0,5.0
STD0336,2020/2021,1,0.0,5.0,0.0
STD0336,2020/2021,2,2.9,10.0,8.0
STD0336,2021/2022,1,1.6363636363636365,11.0,6.0
STD0336,2021/2022,2,1.2,5.0,2.0
STD0336,2022/2023,1,0.9,10.0,3.0
STD0336,2022/2023,2,2.4,5.0,3.0
STD0337,2017/2018,1,0.0,5.0,0.0
STD0337,2017/2018,2,3.7,10.0,10.0
STD0337,2018/2019,1,3.0,10.0,8.0
STD0337,2018/2019,2,2.4,5.0,3.0
STD0337,2019/2020,1,2.25,8.0,8.0
STD0337,2019/2020,2,4.0,7.0,7.0
STD0337,2020/2021,1,3.75,8.0,8.0
STD0337,2020/2021,2,2.142857142857143,7.0,5.0
STD0337,2021/2022,1,4.0,8.0,8.0
STD0337,2021/2022,2,3.6666666666666665,6.0,6.0
STD0337,2022/2023,1,1.9,10.0,5.0
STD0337,2022/2023,2,5.0,5.0,5.0
STD0338,2018/2019,1,3.375,8.0,8.0
STD0338,2018/2019,2,4.571428571428571,7.0,7.0
STD0338,2019/2020,1,2.5,10.0,7.0
STD0338,2019/2020,2,2.6,5.0,5.0
STD0338,2020/2021,1,4.0,4.0,4.0
STD0338,2020/2021,2,3.5555555555555554,9.0,7.0
STD0338,2021/2022,1,4.0,6.0,6.0
STD0338,2021/2022,2,3.7777777777777777,9.0,9.0
STD0338,2022/2023,1,2.6666666666666665,9.0,9.0
STD0338,2022/2023,2,4.0,6.0,6.0
STD0339,2017/2018,1,1.875,8.0,6.0
STD0339,2017/2018,2,4.125,8.0,8.0
STD0339,2018/2019,1,3.857142857142857,7.0,7.0
STD0339,2018/2019,2,2.142857142857143,7.0,5.0
STD0339,2019/2020,1,1.625,8.0,5.0
STD0339,2019/2020,2,1.2857142857142858,7.0,3.0
STD0339,2020/2021,1,4.0,3.0,3.0
STD0339,2020/2021,2,3.6666666666666665,12.0,12.0
STD0339,2021/2022,1,2.6,5.0,5.0
STD0339,2021/2022,2,3.0,9.0,9.0
STD0339,2022/2023,2,2.5,14.0,12.0
STD0340,2018/2019,1,0.0,5.0,0.0
STD0340,2018/2019,2,2.1,10.0,8.0
STD0340,2019/2020,1,0.6666666666666666,9.0,3.0
STD0340,2019/2020,2,2.7142857142857144,7.0,5.0
STD0340,2020/2021,1,1.3846153846153846,13.0,5.0
STD0340,2020/2021,2,0.0,2.0,0.0
STD0340,2021/2022,1,1.6363636363636365,11.0,6.0
STD0340,2021/2022,2,2.5,6.0,3.0
STD0340,2022/2023,1,1.5,8.0,5.0
STD0340,2022/2023,2,2.75,8.0,8.0
STD0341,2017/2018,1,0.75,8.0,3.0
STD0341,2017/2018,2,4.25,8.0,8.0
STD0341,2018/2019,1,2.625,8.0,8.0
STD0341,2018/2019,2,3.3333333333333335,6.0,6.0
STD0341,2019/2020,1,2.5,8.0,8.0
STD0341,2019/2020,2,3.875,8.0,8.0
STD0341,2020/2021,1,3.0,3.0,3.0
STD0341,2020/2021,2,3.4545454545454546,11.0,11.0
STD0341,2021/2022,1,2.5,8.0,5.0
STD0341,2021/2022,2,3.2857142857142856,7.0,7.0
STD0341,2022/2023,1,2.857142857142857,7.0,7.0
STD0341,2022/2023,2,2.0,7.0,4.0
STD0342,2017/2018,1,2.75,8.0,8.0
STD0342,2017/2018,2,4.0,7.0,7.0
STD0342,2018/2019,1,2.25,8.0,5.0
STD0342,2018/2019,2,3.0,8.0,8.0
STD0342,2019/2020,1,2.5454545454545454,11.0,8.0
STD0342,2019/2020,2,4.0,4.0,4.0
STD0342,2020/2021,1,2.3,10.0,7.0
STD0342,2020/2021,2,4.0,4.0,4.0
STD0342,2021/2022,1,3.0,5.0,5.0
STD0342,2021/2022,2,4.2,10.0,10.0
STD0342,2022/2023,1,3.4,5.0,5.0
STD0342,2022/2023,2,3.4,10.0,8.0
STD0343,2020/2021,1,2.25,8.0,6.0
STD0343,2020/2021,2,3.625,8.0,8.0
STD0343,2021/2022,1,2.8125,16.0,14.0
STD0343,2022/2023,1,2.5,6.0,3.0
STD0343,2022/2023,2,2.4444444444444446,9.0,7.0
STD0344,2019/2020,1,0.75,8.0,3.0
STD0344,2019/2020,2,2.625,8.0,6.0
STD0344,2020/2021,1,2.6666666666666665,12.0,10.0
STD0344,2020/2021,2,3.0,2.0,2.0
STD0344,2021/2022,1,2.6666666666666665,9.0,7.0
STD0344,2021/2022,2,4.0,5.0,5.0
STD0344,2022/2023,1,4.0,3.0,3.0
STD0344,2022/2023,2,1.25,12.0,5.0
STD0345,2018/2019,1,2.625,8.0,6.0
STD0345,2018/2019,2,3.875,8.0,8.0
STD0345,2019/2020,1,3.0,3.0,3.0
STD0345,2019/2020,2,3.9166666666666665,12.0,12.0
STD0345,2020/2021,1,3.6923076923076925,13.0,13.0
STD0345,2020/2021,2,3.0,3.0,3.0
STD0345,2021/2022,1,5.0,3.0,3.0
STD0345,2021/2022,2,2.9166666666666665,12.0,10.0
STD0345,2022/2023,1,3.0,4.0,4.0
STD0345,2022/2023,2,3.3333333333333335,9.0,9.0
STD0346,2019/2020,1,1.5,6.0,3.0
STD0346,2019/2020,2,3.0,10.0,10.0
STD0346,2020/2021,1,2.4545454545454546,11.0,9.0
STD0346,2020/2021,2,0.0,4.0,0.0
STD0346,2021/2022,1,0.0,2.0,0.0
STD0346,2021/2022,2,0.6923076923076923,13.0,3.0
STD0346,2022/2023,2,2.0,16.0,11.0
STD0347,2017/2018,1,0.0,6.0,0.0
STD0347,2017/2018,2,2.6,10.0,8.0
STD0347,2018/2019,1,1.5,6.0,3.0
STD0347,2018/2019,2,1.3333333333333333,9.0,4.0
STD0347,2019/2020,1,0.5454545454545454,11.0,2.0
STD0347,2019/2020,2,2.0,4.0,2.0
STD0347,2020/2021,1,0.0,3.0,0.0
STD0347,2020/2021,2,0.5454545454545454,11.0,2.0
STD0347,2021/2022,1,0.4,10.0,2.0
STD0347,2021/2022,2,1.0,4.0,2.0
STD0347,2022/2023,1,0.6,10.0,2.0
STD0347,2022/2023,2,1.5,4.0,2.0
STD0348,2019/2020,1,1.625,8.0,5.0
STD0348,2019/2020,2,2.5714285714285716,7.0,7.0
STD0348,2020/2021,1,2.3333333333333335,9.0,6.0
STD0348,2020/2021,2,2.3333333333333335,6.0,4.0
STD0348,2021/2022,1,1.6363636363636365,11.0,5.0
STD0348,2021/2022,2,0.0,4.0,0.0
STD0348,2022/2023,1,1.6,5.0,2.0
STD0348,2022/2023,2,2.4,10.0,8.0
STD0349,2020/2021,1,1.5,8.0,3.0
STD0349,2020/2021,2,3.857142857142857,7.0,7.0
STD0349,2021/2022,1,1.875,8.0,5.0
STD0349,2021/2022,2,3.0,7.0,7.0
STD0349,2022/2023,1,2.625,8.0,6.0
STD0349,2022/2023,2,3.2857142857142856,7.0,7.0
STD0350,2018/2019,1,3.375,8.0,8.0
STD0350,2018/2019,2,4.25,8.0,8.0
STD0350,2019/2020,1,3.5,10.0,10.0
STD0350,2019/2020,2,4.0,5.0,5.0
STD0350,2020/2021,1,2.9,10.0,7.0
STD0350,2020/2021,2,3.8,5.0,5.0
STD0350,2021/2022,1,3.4,5.0,5.0
STD0350,2021/2022,2,3.9,10.0,10.0
STD0350,2022/2023,1,3.0,8.0,6.0
STD0350,2022/2023,2,4.571428571428571,7.0,7.0
STD0351,2019/2020,1,4.0,8.0,8.0
STD0351,2019/2020,2,4.571428571428571,7.0,7.0
STD0351,2020/2021,1,3.090909090909091,11.0,11.0
STD0351,2020/2021,2,4.5,4.0,4.0
STD0351,2021/2022,1,4.230769230769231,13.0,13.0
STD0351,2021/2022,2,5.0,3.0,3.0
STD0351,2022/2023,1,4.5,4.0,4.0
STD0351,2022/2023,2,3.8,10.0,10.0
STD0352,2017/2018,1,4.0,6.0,6.0
STD0352,2017/2018,2,5.0,10.0,10.0
STD0352,2018/2019,1,4.75,8.0,8.0
STD0352,2018/2019,2,3.857142857142857,7.0,7.0
STD0352,2019/2020,1,4.5,6.0,6.0
STD0352,2019/2020,2,4.25,8.0,8.0
STD0352,2020/2021,1,3.4,5.0,5.0
STD0352,2020/2021,2,3.888888888888889,9.0,9.0
STD0352,2021/2022,1,3.6,5.0,5.0
STD0352,2021/2022,2,3.5555555555555554,9.0,7.0
STD0352,2022/2023,1,3.875,16.0,16.0
STD0353,2018/2019,1,2.4,5.0,3.0
STD0353,2018/2019,2,4.0,10.0,10.0
STD0353,2019/2020,1,2.5,14.0,8.0
STD0353,2019/2020,2,3.0,3.0,3.0
STD0353,2020/2021,1,3.0,10.0,10.0
STD0353,2020/2021,2,4.4,5.0,5.0
STD0353,2021/2022,1,2.25,12.0,6.0
STD0353,2021/2022,2,3.0,4.0,4.0
STD0353,2022/2023,1,2.4,5.0,5.0
STD0353,2022/2023,2,2.3333333333333335,9.0,5.0
STD0354,2019/2020,1,1.8,5.0,3.0
STD0354,2019/2020,2,3.6,10.0,10.0
STD0354,2020/2021,1,1.5,8.0,5.0
STD0354,2020/2021,2,4.333333333333333,6.0,6.0
STD0354,2021/2022,1,3.6666666666666665,9.0,9.0
STD0354,2021/2022,2,2.5714285714285716,7.0,5.0
STD0354,2022/2023,1,3.0,4.0,4.0
STD0354,2022/2023,2,3.25,8.0,6.0
STD0355,2017/2018,1,0.0,5.0,0.0
STD0355,2017/2018,2,1.7,10.0,5.0
STD0355,2018/2019,1,1.3636363636363635,11.0,6.0
STD0355,2018/2019,2,2.0,4.0,2.0
STD0355,2019/2020,1,0.0,8.0,0.0
STD0355,2019/2020,2,1.875,8.0,5.0
STD0355,2020/2021,1,0.8571428571428571,7.0,2.0
STD0355,2020/2021,2,1.4285714285714286,7.0,4.0
STD0355,2021/2022,1,3.0714285714285716,14.0,14.0
STD0355,2021/2022,2,2.0,3.0,3.0
STD0355,2022/2023,1,1.0,10.0,4.0
STD0355,2022/2023,2,2.6,5.0,5.0
STD0356,2019/2020,1,3.0,8.0,8.0
STD0356,2019/2020,2,3.0,8.0,8.0
STD0356,2020/2021,1,2.2,15.0,9.0
STD0356,2020/2021,2,4.0,2.0,2.0
STD0356,2021/2022,1,3.3333333333333335,9.0,9.0
STD0356,2021/2022,2,3.0,6.0,6.0
STD0356,2022/2023,1,3.5,8.0,8.0
STD0356,2022/2023,2,3.375,8.0,8.0
STD0357,2019/2020,1,3.0,6.0,6.0
STD0357,2019/2020,2,3.0,10.0,10.0
STD0357,2020/2021,1,1.875,8.0,6.0
STD0357,2020/2021,2,2.5714285714285716,7.0,5.0
STD0357,2021/2022,1,3.0,6.0,6.0
STD0357,2021/2022,2,3.0,8.0,6.0
STD0357,2022/2023,1,3.2,5.0,5.0
STD0357,2022/2023,2,2.5,8.0,6.0
STD0358,2020/2021,1,1.8,5.0,3.0
STD0358,2020/2021,2,4.1,10.0,10.0
STD0358,2021/2022,1,3.75,12.0,12.0
STD0358,2021/2022,2,4.0,5.0,5.0
STD0358,2022/2023,1,3.0,8.0,8.0
STD0358,2022/2023,2,3.3333333333333335,6.0,6.0
STD0359,2017/2018,1,0.75,8.0,3.0
STD0359,2017/2018,2,1.5,8.0,3.0
STD0359,2018/2019,1,2.625,8.0,5.0
STD0359,2018/2019,2,2.375,8.0,8.0
STD0359,2019/2020,1,1.7142857142857142,7.0,3.0
STD0359,2019/2020,2,3.0,7.0,7.0
STD0359,2020/2021,1,2.6666666666666665,6.0,4.0
STD0359,2020/2021,2,3.3333333333333335,6.0,6.0
STD0359,2021/2022,1,1.5,10.0,5.0
STD0359,2021/2022,2,0.0,6.0,0.0
STD0359,2022/2023,2,3.0,15.0,13.0
STD0360,2019/2020,1,3.125,8.0,8.0
STD0360,2019/2020,2,3.7142857142857144,7.0,7.0
STD0360,2020/2021,1,3.5714285714285716,14.0,14.0
STD0360,2020/2021,2,4.0,2.0,2.0
STD0360,2021/2022,1,3.857142857142857,7.0,7.0
STD0360,2021/2022,2,2.3333333333333335,6.0,4.0
STD0360,2022/2023,1,3.9,10.0,10.0
STD0360,2022/2023,2,4.0,5.0,5.0
STD0361,2017/2018,1,4.25,8.0,8.0
STD0361,2017/2018,2,5.0,8.0,8.0
STD0361,2018/2019,1,4.428571428571429,7.0,7.0
STD0361,2018/2019,2,4.428571428571429,7.0,7.0
STD0361,2019/2020,1,3.4166666666666665,12.0,9.0
STD0361,2019/2020,2,5.0,2.0,2.0
STD0361,2020/2021,1,5.0,9.0,9.0
STD0361,2020/2021,2,4.333333333333333,6.0,6.0
STD0361,2021/2022,1,2.8,5.0,5.0
STD0361,2021/2022,2,4.454545454545454,11.0,11.0
STD0361,2022/2023,1,4.666666666666667,9.0,9.0
STD0361,2022/2023,2,4.571428571428571,7.0,7.0
STD0362,2018/2019,1,2.0,6.0,3.0
STD0362,2018/2019,2,3.7,10.0,10.0
STD0362,2019/2020,1,2.9,10.0,8.0
STD0362,2019/2020,2,1.5,4.0,2.0
STD0362,2020/2021,1,1.2,5.0,2.0
STD0362,2020/2021,2,3.8,10.0,10.0
STD0362,2021/2022,1,3.2,10.0,10.0
STD0362,2021/2022,2,3.0,4.0,4.0
STD0362,2022/2023,1,3.727272727272727,11.0,11.0
STD0362,2022/2023,2,2.5,4.0,4.0
STD0363,2019/2020,1,3.375,8.0,8.0
STD0363,2019/2020,2,4.375,8.0,8.0
STD0363,2020/2021,1,3.75,8.0,8.0
STD0363,2020/2021,2,4.666666666666667,6.0,6.0
STD0363,2021/2022,1,3.0714285714285716,14.0,14.0
STD0363,2021/2022,2,2.0,3.0,3.0
STD0363,2022/2023,1,4.6,5.0,5.0
STD0363,2022/2023,2,4.0,10.0,10.0
STD0364,2018/2019,1,3.0,8.0,6.0
STD0364,2018/2019,2,4.25,8.0,8.0
STD0364,2019/2020,1,2.7142857142857144,14.0,14.0
STD0364,2019/2020,2,5.0,2.0,2.0
STD0364,2020/2021,1,4.1,10.0,10.0
STD0364,2020/2021,2,4.5,4.0,4.0
STD0364,2021/2022,1,3.642857142857143,14.0,14.0
STD0364,2021/2022,2,5.0,3.0,3.0
STD0364,2022/2023,1,2.0,4.0,2.0
STD0364,2022/2023,2,4.0,10.0,8.0
STD0365,2020/2021,1,1.8,5.0,3.0
STD0365,2020/2021,2,3.7,10.0,8.0
STD0365,2021/2022,1,1.6666666666666667,9.0,6.0
STD0365,2021/2022,2,2.3333333333333335,6.0,4.0
STD0365,2022/2023,1,1.25,8.0,5.0
STD0365,2022/2023,2,3.0,6.0,6.0
STD0366,2018/2019,1,1.875,8.0,6.0
STD0366,2018/2019,2,4.0,7.0,7.0
STD0366,2019/2020,1,3.3636363636363638,11.0,8.0
STD0366,2019/2020,2,0.0,4.0,0.0
STD0366,2020/2021,1,3.8181818181818183,11.0,11.0
STD0366,2020/2021,2,3.0,4.0,4.0
STD0366,2021/2022,1,3.0,9.0,6.0
STD0366,2021/2022,2,4.0,7.0,7.0
STD0366,2022/2023,1,2.875,8.0,5.0
STD0366,2022/2023,2,3.3333333333333335,9.0,9.0
STD0367,2020/2021,1,2.25,8.0,6.0
STD0367,2020/2021,2,4.0,8.0,8.0
STD0367,2021/2022,1,0.0,3.0,0.0
STD0367,2021/2022,2,2.8333333333333335,12.0,10.0
STD0367,2022/2023,1,3.5,6.0,6.0
STD0367,2022/2023,2,3.4,10.0,10.0
STD0368,2020/2021,1,2.4,5.0,3.0
STD0368,2020/2021,2,4.3,10.0,10.0
STD0368,2021/2022,1,2.6666666666666665,9.0,9.0
STD0368,2021/2022,2,2.2857142857142856,7.0,5.0
STD0368,2022/2023,1,3.25,8.0,8.0
STD0368,2022/2023,2,3.0,6.0,6.0
STD0369,2020/2021,1,0.0,8.0,0.0
STD0369,2020/2021,2,2.7142857142857144,7.0,5.0
STD0369,2021/2022,1,1.3636363636363635,11.0,6.0
STD0369,2021/2022,2,2.0,4.0,2.0
STD0369,2022/2023,1,2.25,8.0,5.0
STD0369,2022/2023,2,2.0,6.0,4.0
STD0370,2019/2020,1,1.5,8.0,3.0
STD0370,2019/2020,2,4.25,8.0,8.0
STD0370,2020/2021,1,3.7,10.0,10.0
STD0370,2020/2021,2,3.8,5.0,5.0
STD0370,2021/2022,1,3.625,8.0,8.0
STD0370,2021/2022,2,2.142857142857143,7.0,5.0
STD0370,2022/2023,1,3.4,10.0,10.0
STD0370,2022/2023,2,4.0,5.0,5.0
STD0371,2018/2019,1,3.0,5.0,5.0
STD0371,2018/2019,2,4.5,10.0,10.0
STD0371,2019/2020,1,3.5,6.0,6.0
STD0371,2019/2020,2,3.0,10.0,8.0
STD0371,2020/2021,1,3.375,8.0,8.0
