student_id,course_code,session,semester,score,grade,grade_point,pass,credit_units
STD0341,STA405,2021/2022,2,63.7,B,4,1,2
STD0341,STA100,2021/2022,2,55.1,C,3,1,3
STD0341,STA207,2022/2023,1,57.2,C,3,1,2
STD0341,STA205,2022/2023,1,46.4,D,2,1,3
STD0341,STA304,2022/2023,1,60.5,B,4,1,2
STD0341,STA200,2022/2023,2,66.2,B,4,1,2
STD0341,STA105,2022/2023,2,41.3,F,0,0,3
STD0341,STA405,2022/2023,2,55.5,C,3,1,2
STD0342,STA102,2017/2018,1,56.4,C,3,1,3
STD0342,STA109,2017/2018,1,58.5,C,3,1,3
STD0342,STA106,2017/2018,2,92.1,A,5,1,2
STD0342,STA105,2017/2018,2,64.6,B,4,1,3
STD0342,STA107,2017/2018,2,58.7,C,3,1,2
STD0342,STA103,2017/2018,1,49.5,D,2,1,2
STD0342,STA100,2018/2019,2,70.0,B,4,1,3
STD0342,STA105,2018/2019,2,49.8,D,2,1,3
STD0342,STA206,2018/2019,1,59.9,C,3,1,2
STD0342,STA107,2018/2019,2,55.2,C,3,1,2
STD0342,STA205,2018/2019,1,28.0,F,0,0,3
STD0342,STA109,2018/2019,1,63.8,B,4,1,3
STD0342,STA107,2019/2020,2,50.7,C,3,1,2
STD0342,STA200,2019/2020,2,78.6,A,5,1,2
STD0342,STA109,2019/2020,1,57.7,C,3,1,3
STD0342,STA103,2019/2020,1,49.9,D,2,1,2
STD0342,STA205,2019/2020,1,41.9,F,0,0,3
STD0342,STA303,2019/2020,1,75.5,A,5,1,3
STD0342,STA306,2020/2021,2,53.2,C,3,1,2
STD0342,STA400,2020/2021,1,52.5,C,3,1,2
STD0342,STA304,2020/2021,1,64.5,B,4,1,2
STD0342,STA209,2020/2021,1,44.8,F,0,0,3
STD0342,STA201,2020/2021,1,52.9,C,3,1,3
STD0342,STA401,2020/2021,2,76.3,A,5,1,2
STD0342,STA400,2021/2022,1,59.8,C,3,1,2
STD0342,STA407,2021/2022,2,71.8,A,5,1,3
STD0342,STA303,2021/2022,1,56.2,C,3,1,3
STD0342,STA204,2021/2022,2,60.2,B,4,1,2
STD0342,STA106,2021/2022,2,75.0,A,5,1,2
STD0342,STA409,2021/2022,2,57.9,C,3,1,3
STD0342,STA100,2022/2023,2,77.3,A,5,1,3
STD0342,STA205,2022/2023,1,57.6,C,3,1,3
STD0342,STA307,2022/2023,1,65.6,B,4,1,2
STD0342,STA407,2022/2023,2,74.2,A,5,1,3
STD0342,STA300,2022/2023,2,49.5,D,2,1,2
STD0342,STA204,2022/2023,2,44.1,F,0,0,2
STD0343,STA109,2020/2021,1,59.3,C,3,1,3
STD0343,STA107,2020/2021,2,65.3,B,4,1,2
STD0343,STA100,2020/2021,2,66.4,B,4,1,3
STD0343,STA105,2020/2021,2,54.4,C,3,1,3
STD0343,STA103,2020/2021,1,22.6,F,0,0,2
STD0343,STA102,2020/2021,1,59.3,C,3,1,3
STD0343,STA102,2021/2022,1,62.7,B,4,1,3
STD0343,STA103,2021/2022,1,40.4,F,0,0,2
STD0343,STA207,2021/2022,1,59.9,C,3,1,2
STD0343,STA205,2021/2022,1,52.8,C,3,1,3
STD0343,STA209,2021/2022,1,50.1,C,3,1,3
STD0343,STA201,2021/2022,1,51.8,C,3,1,3
STD0343,STA107,2022/2023,2,48.7,D,2,1,2
STD0343,STA204,2022/2023,2,37.4,F,0,0,2
STD0343,STA308,2022/2023,2,62.4,B,4,1,3
STD0343,STA208,2022/2023,1,75.2,A,5,1,3
STD0343,STA209,2022/2023,1,37.2,F,0,0,3
STD0343,STA300,2022/2023,2,55.2,C,3,1,2
STD0344,STA102,2019/2020,1,40.7,F,0,0,3
STD0344,STA107,2019/2020,2,35.8,F,0,0,2
STD0344,STA100,2019/2020,2,66.6,B,4,1,3
STD0344,STA105,2019/2020,2,54.6,C,3,1,3
STD0344,STA103,2019/2020,1,38.3,F,0,0,2
STD0344,STA109,2019/2020,1,48.0,D,2,1,3
STD0344,STA102,2020/2021,1,52.7,C,3,1,3
STD0344,STA103,2020/2021,1,42.3,F,0,0,2
STD0344,STA209,2020/2021,1,50.1,C,3,1,3
STD0344,STA206,2020/2021,1,62.2,B,4,1,2
STD0344,STA207,2020/2021,1,59.9,C,3,1,2
STD0344,STA200,2020/2021,2,58.0,C,3,1,2
STD0344,STA308,2021/2022,2,63.0,B,4,1,3
STD0344,STA103,2021/2022,1,38.6,F,0,0,2
STD0344,STA106,2021/2022,2,69.2,B,4,1,2
STD0344,STA208,2021/2022,1,63.4,B,4,1,3
STD0344,STA307,2021/2022,1,60.5,B,4,1,2
STD0344,STA304,2021/2022,1,47.0,D,2,1,2
STD0344,STA405,2022/2023,2,50.1,C,3,1,2
STD0344,STA300,2022/2023,2,39.5,F,0,0,2
STD0344,STA102,2022/2023,1,62.4,B,4,1,3
STD0344,STA409,2022/2023,2,35.0,F,0,0,3
STD0344,STA308,2022/2023,2,54.7,C,3,1,3
STD0344,STA306,2022/2023,2,35.7,F,0,0,2
STD0345,STA106,2018/2019,2,75.0,A,5,1,2
STD0345,STA100,2018/2019,2,53.9,C,3,1,3
STD0345,STA109,2018/2019,1,65.0,B,4,1,3
STD0345,STA103,2018/2019,1,44.6,F,0,0,2
STD0345,STA105,2018/2019,2,64.8,B,4,1,3
STD0345,STA102,2018/2019,1,54.7,C,3,1,3
STD0345,STA205,2019/2020,1,50.3,C,3,1,3
STD0345,STA106,2019/2020,2,73.6,A,5,1,2
STD0345,STA200,2019/2020,2,47.7,D,2,1,2
STD0345,STA100,2019/2020,2,70.1,A,5,1,3
STD0345,STA105,2019/2020,2,69.8,B,4,1,3
STD0345,STA107,2019/2020,2,59.3,C,3,1,2
STD0345,STA304,2020/2021,1,70.7,A,5,1,2
STD0345,STA208,2020/2021,1,63.7,B,4,1,3
STD0345,STA209,2020/2021,1,48.1,D,2,1,3
STD0345,STA206,2020/2021,1,63.4,B,4,1,2
STD0345,STA305,2020/2021,1,65.6,B,4,1,3
STD0345,STA105,2020/2021,2,52.1,C,3,1,3
STD0345,STA308,2021/2022,2,51.5,C,3,1,3
STD0345,STA107,2021/2022,2,55.9,C,3,1,2
STD0345,STA303,2021/2022,1,75.8,A,5,1,3
STD0345,STA105,2021/2022,2,66.0,B,4,1,3
STD0345,STA204,2021/2022,2,40.5,F,0,0,2
STD0345,STA403,2021/2022,2,69.6,B,4,1,2
STD0345,STA204,2022/2023,2,58.5,C,3,1,2
STD0345,STA308,2022/2023,2,45.3,D,2,1,3
STD0345,STA106,2022/2023,2,65.5,B,4,1,2
STD0345,STA103,2022/2023,1,45.6,D,2,1,2
STD0345,STA400,2022/2023,1,62.8,B,4,1,2
STD0345,STA200,2022/2023,2,80.1,A,5,1,2
STD0346,STA105,2019/2020,2,52.2,C,3,1,3
STD0346,STA100,2019/2020,2,59.7,C,3,1,3
STD0346,STA102,2019/2020,1,52.0,C,3,1,3
STD0346,STA106,2019/2020,2,65.9,B,4,1,2
STD0346,STA107,2019/2020,2,49.6,D,2,1,2
STD0346,STA109,2019/2020,1,29.0,F,0,0,3
STD0346,STA200,2020/2021,2,44.9,F,0,0,2
STD0346,STA103,2020/2021,1,26.4,F,0,0,2
STD0346,STA109,2020/2021,1,65.9,B,4,1,3
STD0346,STA204,2020/2021,2,20.0,F,0,0,2
STD0346,STA102,2020/2021,1,53.7,C,3,1,3
STD0346,STA208,2020/2021,1,49.7,D,2,1,3
STD0346,STA204,2021/2022,2,24.8,F,0,0,2
STD0346,STA304,2021/2022,1,38.7,F,0,0,2
STD0346,STA308,2021/2022,2,42.1,F,0,0,3
STD0346,STA107,2021/2022,2,33.8,F,0,0,2
STD0346,STA100,2021/2022,2,52.8,C,3,1,3
STD0346,STA105,2021/2022,2,43.4,F,0,0,3
STD0346,STA300,2022/2023,2,42.4,F,0,0,2
STD0346,STA200,2022/2023,2,62.0,B,4,1,2
STD0346,STA409,2022/2023,2,34.8,F,0,0,3
STD0346,STA407,2022/2023,2,55.7,C,3,1,3
STD0346,STA308,2022/2023,2,46.8,D,2,1,3
STD0346,STA404,2022/2023,2,55.1,C,3,1,3
STD0347,STA105,2017/2018,2,54.1,C,3,1,3
STD0347,STA109,2017/2018,1,37.7,F,0,0,3
STD0347,STA106,2017/2018,2,69.8,B,4,1,2
STD0347,STA107,2017/2018,2,43.8,F,0,0,2
STD0347,STA102,2017/2018,1,34.7,F,0,0,3
STD0347,STA100,2017/2018,2,57.4,C,3,1,3
STD0347,STA208,2018/2019,1,52.1,C,3,1,3
STD0347,STA204,2018/2019,2,33.8,F,0,0,2
STD0347,STA107,2018/2019,2,54.9,C,3,1,2
STD0347,STA209,2018/2019,1,32.0,F,0,0,3
STD0347,STA105,2018/2019,2,43.3,F,0,0,3
STD0347,STA200,2018/2019,2,53.5,C,3,1,2
STD0347,STA209,2019/2020,1,44.1,F,0,0,3
STD0347,STA109,2019/2020,1,43.1,F,0,0,3
STD0347,STA205,2019/2020,1,7.7,F,0,0,3
STD0347,STA307,2019/2020,1,53.2,C,3,1,2
STD0347,STA300,2019/2020,2,30.5,F,0,0,2
STD0347,STA200,2019/2020,2,62.3,B,4,1,2
STD0347,STA306,2020/2021,2,38.6,F,0,0,2
STD0347,STA308,2020/2021,2,38.5,F,0,0,3
STD0347,STA405,2020/2021,2,38.6,F,0,0,2
STD0347,STA300,2020/2021,2,33.6,F,0,0,2
STD0347,STA200,2020/2021,2,50.4,C,3,1,2
STD0347,STA201,2020/2021,1,28.6,F,0,0,3
STD0347,STA201,2021/2022,1,32.2,F,0,0,3
STD0347,STA400,2021/2022,1,32.3,F,0,0,2
STD0347,STA206,2021/2022,1,45.1,D,2,1,2
STD0347,STA303,2021/2022,1,44.0,F,0,0,3
STD0347,STA405,2021/2022,2,37.6,F,0,0,2
STD0347,STA107,2021/2022,2,47.8,D,2,1,2
STD0347,STA206,2022/2023,1,51.6,C,3,1,2
STD0347,STA201,2022/2023,1,35.4,F,0,0,3
STD0347,STA200,2022/2023,2,58.5,C,3,1,2
STD0347,STA103,2022/2023,1,28.5,F,0,0,2
STD0347,STA204,2022/2023,2,39.1,F,0,0,2
STD0347,STA205,2022/2023,1,25.6,F,0,0,3
STD0348,STA103,2019/2020,1,48.9,D,2,1,2
STD0348,STA106,2019/2020,2,60.7,B,4,1,2
STD0348,STA102,2019/2020,1,52.8,C,3,1,3
STD0348,STA105,2019/2020,2,46.6,D,2,1,3
STD0348,STA107,2019/2020,2,45.1,D,2,1,2
STD0348,STA109,2019/2020,1,44.6,F,0,0,3
STD0348,STA205,2020/2021,1,38.2,F,0,0,3
STD0348,STA102,2020/2021,1,60.6,B,4,1,3
STD0348,STA106,2020/2021,2,55.7,C,3,1,2
STD0348,STA204,2020/2021,2,25.3,F,0,0,2
STD0348,STA200,2020/2021,2,64.6,B,4,1,2
STD0348,STA208,2020/2021,1,60.0,C,3,1,3
STD0348,STA300,2021/2022,2,42.4,F,0,0,2
STD0348,STA208,2021/2022,1,65.4,B,4,1,3
STD0348,STA201,2021/2022,1,40.5,F,0,0,3
STD0348,STA204,2021/2022,2,31.9,F,0,0,2
STD0348,STA109,2021/2022,1,35.3,F,0,0,3
STD0348,STA207,2021/2022,1,50.6,C,3,1,2
STD0348,STA404,2022/2023,2,66.6,B,4,1,3
STD0348,STA405,2022/2023,2,55.4,C,3,1,2
STD0348,STA201,2022/2023,1,39.0,F,0,0,3
STD0348,STA308,2022/2023,2,47.6,D,2,1,3
STD0348,STA302,2022/2023,2,35.2,F,0,0,2
STD0348,STA206,2022/2023,1,62.8,B,4,1,2
STD0349,STA103,2020/2021,1,42.8,F,0,0,2
STD0349,STA102,2020/2021,1,44.4,F,0,0,3
STD0349,STA105,2020/2021,2,76.4,A,5,1,3
STD0349,STA106,2020/2021,2,66.3,B,4,1,2
STD0349,STA107,2020/2021,2,48.6,D,2,1,2
STD0349,STA109,2020/2021,1,62.6,B,4,1,3
STD0349,STA105,2021/2022,2,52.9,C,3,1,3
STD0349,STA206,2021/2022,1,55.3,C,3,1,2
STD0349,STA209,2021/2022,1,39.5,F,0,0,3
STD0349,STA201,2021/2022,1,53.0,C,3,1,3
STD0349,STA204,2021/2022,2,51.9,C,3,1,2
STD0349,STA107,2021/2022,2,52.8,C,3,1,2
STD0349,STA302,2022/2023,2,47.1,D,2,1,2
STD0349,STA305,2022/2023,1,52.4,C,3,1,3
STD0349,STA105,2022/2023,2,55.9,C,3,1,3
STD0349,STA303,2022/2023,1,65.3,B,4,1,3
STD0349,STA103,2022/2023,1,38.4,F,0,0,2
STD0349,STA106,2022/2023,2,82.3,A,5,1,2
STD0350,STA100,2018/2019,2,64.7,B,4,1,3
STD0350,STA109,2018/2019,1,63.0,B,4,1,3
STD0350,STA106,2018/2019,2,98.5,A,5,1,2
STD0350,STA103,2018/2019,1,52.6,C,3,1,2
STD0350,STA102,2018/2019,1,57.3,C,3,1,3
STD0350,STA105,2018/2019,2,64.7,B,4,1,3
STD0350,STA107,2019/2020,2,62.9,B,4,1,2
STD0350,STA208,2019/2020,1,82.6,A,5,1,3
STD0350,STA102,2019/2020,1,49.6,D,2,1,3
STD0350,STA100,2019/2020,2,69.0,B,4,1,3
STD0350,STA206,2019/2020,1,71.1,A,5,1,2
STD0350,STA103,2019/2020,1,46.3,D,2,1,2
STD0350,STA209,2020/2021,1,44.1,F,0,0,3
STD0350,STA207,2020/2021,1,48.4,D,2,1,2
STD0350,STA208,2020/2021,1,81.0,A,5,1,3
STD0350,STA105,2020/2021,2,59.5,C,3,1,3
STD0350,STA307,2020/2021,1,74.0,A,5,1,2
STD0350,STA200,2020/2021,2,83.1,A,5,1,2
STD0350,STA201,2021/2022,1,52.4,C,3,1,3
STD0350,STA300,2021/2022,2,73.3,A,5,1,2
STD0350,STA403,2021/2022,2,67.4,B,4,1,2
STD0350,STA400,2021/2022,1,68.6,B,4,1,2
STD0350,STA308,2021/2022,2,58.2,C,3,1,3
STD0350,STA404,2021/2022,2,61.8,B,4,1,3
STD0350,STA306,2022/2023,2,70.1,A,5,1,2
STD0350,STA407,2022/2023,2,60.5,B,4,1,3
STD0350,STA208,2022/2023,1,72.0,A,5,1,3
STD0350,STA201,2022/2023,1,55.6,C,3,1,3
STD0350,STA106,2022/2023,2,78.0,A,5,1,2
STD0350,STA103,2022/2023,1,44.4,F,0,0,2
STD0351,STA100,2019/2020,2,68.4,B,4,1,3
STD0351,STA103,2019/2020,1,61.2,B,4,1,2
STD0351,STA106,2019/2020,2,89.8,A,5,1,2
STD0351,STA102,2019/2020,1,71.9,A,5,1,3
STD0351,STA107,2019/2020,2,70.4,A,5,1,2
STD0351,STA109,2019/2020,1,57.1,C,3,1,3
STD0351,STA107,2020/2021,2,65.0,B,4,1,2
STD0351,STA106,2020/2021,2,92.2,A,5,1,2
STD0351,STA103,2020/2021,1,46.5,D,2,1,2
STD0351,STA205,2020/2021,1,55.9,C,3,1,3
STD0351,STA102,2020/2021,1,52.4,C,3,1,3
STD0351,STA109,2020/2021,1,63.1,B,4,1,3
STD0351,STA102,2021/2022,1,72.5,A,5,1,3
STD0351,STA304,2021/2022,1,68.9,B,4,1,2
STD0351,STA103,2021/2022,1,64.7,B,4,1,2
STD0351,STA208,2021/2022,1,84.0,A,5,1,3
STD0351,STA100,2021/2022,2,73.2,A,5,1,3
STD0351,STA205,2021/2022,1,53.1,C,3,1,3
STD0351,STA404,2022/2023,2,79.2,A,5,1,3
STD0351,STA307,2022/2023,1,65.5,B,4,1,2
STD0351,STA306,2022/2023,2,56.6,C,3,1,2
STD0351,STA308,2022/2023,2,56.3,C,3,1,3
STD0351,STA400,2022/2023,1,89.9,A,5,1,2
STD0351,STA302,2022/2023,2,61.8,B,4,1,2
STD0352,STA100,2017/2018,2,74.1,A,5,1,3
STD0352,STA107,2017/2018,2,77.3,A,5,1,2
STD0352,STA102,2017/2018,1,81.6,A,5,1,3
STD0352,STA105,2017/2018,2,73.0,A,5,1,3
STD0352,STA109,2017/2018,1,56.5,C,3,1,3
STD0352,STA106,2017/2018,2,71.3,A,5,1,2
STD0352,STA105,2018/2019,2,57.0,C,3,1,3
STD0352,STA107,2018/2019,2,63.4,B,4,1,2
STD0352,STA208,2018/2019,1,81.4,A,5,1,3
STD0352,STA106,2018/2019,2,96.8,A,5,1,2
STD0352,STA206,2018/2019,1,64.8,B,4,1,2
STD0352,STA102,2018/2019,1,84.9,A,5,1,3
STD0352,STA201,2019/2020,1,61.2,B,4,1,3
STD0352,STA302,2019/2020,2,69.4,B,4,1,2
STD0352,STA209,2019/2020,1,70.6,A,5,1,3
STD0352,STA306,2019/2020,2,64.1,B,4,1,2
STD0352,STA107,2019/2020,2,62.6,B,4,1,2
STD0352,STA106,2019/2020,2,85.6,A,5,1,2
STD0352,STA404,2020/2021,2,91.3,A,5,1,3
STD0352,STA207,2020/2021,1,69.0,B,4,1,2
STD0352,STA200,2020/2021,2,82.4,A,5,1,2
STD0352,STA405,2020/2021,2,58.9,C,3,1,2
STD0352,STA204,2020/2021,2,48.8,D,2,1,2
STD0352,STA109,2020/2021,1,56.9,C,3,1,3
STD0352,STA207,2021/2022,1,56.7,C,3,1,2
STD0352,STA404,2021/2022,2,65.9,B,4,1,3
STD0352,STA303,2021/2022,1,67.9,B,4,1,3
STD0352,STA107,2021/2022,2,83.8,A,5,1,2
STD0352,STA106,2021/2022,2,91.2,A,5,1,2
STD0352,STA204,2021/2022,2,42.8,F,0,0,2
STD0352,STA102,2022/2023,1,65.5,B,4,1,3
STD0352,STA208,2022/2023,1,69.3,B,4,1,3
STD0352,STA103,2022/2023,1,52.8,C,3,1,2
STD0352,STA400,2022/2023,1,63.7,B,4,1,2
STD0352,STA201,2022/2023,1,65.0,B,4,1,3
STD0352,STA109,2022/2023,1,63.4,B,4,1,3
STD0353,STA103,2018/2019,1,44.8,F,0,0,2
STD0353,STA107,2018/2019,2,55.0,C,3,1,2
STD0353,STA109,2018/2019,1,63.6,B,4,1,3
STD0353,STA106,2018/2019,2,73.0,A,5,1,2
STD0353,STA105,2018/2019,2,57.4,C,3,1,3
STD0353,STA100,2018/2019,2,70.1,A,5,1,3
STD0353,STA208,2019/2020,1,73.8,A,5,1,3
STD0353,STA206,2019/2020,1,63.1,B,4,1,2
STD0353,STA105,2019/2020,2,53.6,C,3,1,3
STD0353,STA209,2019/2020,1,60.6,B,4,1,3
STD0353,STA201,2019/2020,1,42.1,F,0,0,3
STD0353,STA109,2019/2020,1,41.7,F,0,0,3
STD0353,STA303,2020/2021,1,57.7,C,3,1,3
STD0353,STA307,2020/2021,1,57.0,C,3,1,2
STD0353,STA209,2020/2021,1,51.6,C,3,1,3
STD0353,STA200,2020/2021,2,75.5,A,5,1,2
STD0353,STA103,2020/2021,1,57.5,C,3,1,2
STD0353,STA100,2020/2021,2,64.1,B,4,1,3
STD0353,STA205,2021/2022,1,41.9,F,0,0,3
STD0353,STA305,2021/2022,1,75.9,A,5,1,3
STD0353,STA201,2021/2022,1,61.4,B,4,1,3
STD0353,STA209,2021/2022,1,35.2,F,0,0,3
STD0353,STA302,2021/2022,2,58.2,C,3,1,2
STD0353,STA405,2021/2022,2,58.8,C,3,1,2
STD0353,STA204,2022/2023,2,30.6,F,0,0,2
STD0353,STA207,2022/2023,1,57.9,C,3,1,2
STD0353,STA107,2022/2023,2,51.5,C,3,1,2
STD0353,STA102,2022/2023,1,45.7,D,2,1,3
STD0353,STA407,2022/2023,2,73.7,A,5,1,3
STD0353,STA405,2022/2023,2,28.5,F,0,0,2
STD0354,STA109,2019/2020,1,57.3,C,3,1,3
STD0354,STA100,2019/2020,2,63.6,B,4,1,3
STD0354,STA107,2019/2020,2,47.8,D,2,1,2
STD0354,STA105,2019/2020,2,68.5,B,4,1,3
STD0354,STA103,2019/2020,1,35.4,F,0,0,2
STD0354,STA106,2019/2020,2,64.5,B,4,1,2
STD0354,STA106,2020/2021,2,83.1,A,5,1,2
STD0354,STA207,2020/2021,1,54.6,C,3,1,2
STD0354,STA209,2020/2021,1,43.1,F,0,0,3
STD0354,STA109,2020/2021,1,46.8,D,2,1,3
STD0354,STA107,2020/2021,2,67.6,B,4,1,2
STD0354,STA200,2020/2021,2,69.3,B,4,1,2
STD0354,STA107,2021/2022,2,56.8,C,3,1,2
STD0354,STA102,2021/2022,1,58.1,C,3,1,3
STD0354,STA208,2021/2022,1,74.5,A,5,1,3
STD0354,STA308,2021/2022,2,60.1,B,4,1,3
STD0354,STA204,2021/2022,2,31.6,F,0,0,2
STD0354,STA305,2021/2022,1,54.0,C,3,1,3
STD0354,STA106,2022/2023,2,73.7,A,5,1,2
STD0354,STA207,2022/2023,1,49.8,D,2,1,2
STD0354,STA107,2022/2023,2,57.9,C,3,1,2
STD0354,STA204,2022/2023,2,43.7,F,0,0,2
STD0354,STA400,2022/2023,1,64.9,B,4,1,2
STD0354,STA405,2022/2023,2,78.6,A,5,1,2
STD0355,STA100,2017/2018,2,50.8,C,3,1,3
STD0355,STA103,2017/2018,1,25.1,F,0,0,2
STD0355,STA109,2017/2018,1,39.6,F,0,0,3
STD0355,STA107,2017/2018,2,42.6,F,0,0,2
STD0355,STA105,2017/2018,2,43.7,F,0,0,3
STD0355,STA106,2017/2018,2,69.1,B,4,1,2
STD0355,STA204,2018/2019,2,41.8,F,0,0,2
STD0355,STA106,2018/2019,2,68.4,B,4,1,2
STD0355,STA103,2018/2019,1,30.0,F,0,0,2
STD0355,STA109,2018/2019,1,51.1,C,3,1,3
STD0355,STA208,2018/2019,1,48.9,D,2,1,3
STD0355,STA201,2018/2019,1,37.7,F,0,0,3
STD0355,STA304,2019/2020,1,43.9,F,0,0,2
STD0355,STA109,2019/2020,1,40.8,F,0,0,3
STD0355,STA308,2019/2020,2,52.6,C,3,1,3
STD0355,STA201,2019/2020,1,43.0,F,0,0,3
STD0355,STA105,2019/2020,2,40.5,F,0,0,3
STD0355,STA200,2019/2020,2,50.1,C,3,1,2
STD0355,STA207,2020/2021,1,40.7,F,0,0,2
STD0355,STA308,2020/2021,2,39.0,F,0,0,3
STD0355,STA109,2020/2021,1,43.6,F,0,0,3
STD0355,STA403,2020/2021,2,49.2,D,2,1,2
STD0355,STA302,2020/2021,2,55.8,C,3,1,2
STD0355,STA103,2020/2021,1,50.5,C,3,1,2
STD0355,STA109,2021/2022,1,51.1,C,3,1,3
STD0355,STA206,2021/2022,1,50.0,D,2,1,2
STD0355,STA303,2021/2022,1,50.3,C,3,1,3
STD0355,STA208,2021/2022,1,67.2,B,4,1,3
STD0355,STA102,2021/2022,1,51.3,C,3,1,3
STD0355,STA308,2021/2022,2,45.2,D,2,1,3
STD0355,STA109,2022/2023,1,28.7,F,0,0,3
STD0355,STA105,2022/2023,2,53.0,C,3,1,3
STD0355,STA102,2022/2023,1,40.4,F,0,0,3
STD0355,STA107,2022/2023,2,46.2,D,2,1,2
STD0355,STA304,2022/2023,1,52.7,C,3,1,2
STD0355,STA206,2022/2023,1,45.5,D,2,1,2
STD0356,STA107,2019/2020,2,59.2,C,3,1,2
STD0356,STA105,2019/2020,2,59.3,C,3,1,3
STD0356,STA102,2019/2020,1,67.2,B,4,1,3
STD0356,STA103,2019/2020,1,50.0,C,3,1,2
STD0356,STA109,2019/2020,1,47.1,D,2,1,3
STD0356,STA100,2019/2020,2,58.7,C,3,1,3
STD0356,STA107,2020/2021,2,60.3,B,4,1,2
STD0356,STA209,2020/2021,1,44.2,F,0,0,3
STD0356,STA102,2020/2021,1,64.3,B,4,1,3
STD0356,STA208,2020/2021,1,68.8,B,4,1,3
STD0356,STA201,2020/2021,1,54.3,C,3,1,3
STD0356,STA205,2020/2021,1,35.0,F,0,0,3
STD0356,STA300,2021/2022,2,56.2,C,3,1,2
STD0356,STA208,2021/2022,1,62.4,B,4,1,3
STD0356,STA305,2021/2022,1,59.5,C,3,1,3
STD0356,STA204,2021/2022,2,48.1,D,2,1,2
STD0356,STA102,2021/2022,1,55.5,C,3,1,3
STD0356,STA106,2021/2022,2,69.2,B,4,1,2
STD0356,STA405,2022/2023,2,51.1,C,3,1,2
STD0356,STA206,2022/2023,1,70.2,A,5,1,2
STD0356,STA404,2022/2023,2,56.6,C,3,1,3
STD0356,STA105,2022/2023,2,69.5,B,4,1,3
STD0356,STA208,2022/2023,1,68.4,B,4,1,3
STD0356,STA201,2022/2023,1,48.4,D,2,1,3
STD0357,STA102,2019/2020,1,50.7,C,3,1,3
STD0357,STA109,2019/2020,1,51.8,C,3,1,3
STD0357,STA107,2019/2020,2,52.9,C,3,1,2
STD0357,STA105,2019/2020,2,48.1,D,2,1,3
STD0357,STA100,2019/2020,2,63.8,B,4,1,3
STD0357,STA106,2019/2020,2,58.4,C,3,1,2
STD0357,STA103,2020/2021,1,34.7,F,0,0,2
STD0357,STA102,2020/2021,1,46.4,D,2,1,3
STD0357,STA200,2020/2021,2,57.7,C,3,1,2
STD0357,STA105,2020/2021,2,60.7,B,4,1,3
STD0357,STA204,2020/2021,2,33.1,F,0,0,2
STD0357,STA201,2020/2021,1,58.0,C,3,1,3
STD0357,STA200,2021/2022,2,67.1,B,4,1,2
STD0357,STA204,2021/2022,2,44.2,F,0,0,2
STD0357,STA209,2021/2022,1,45.9,D,2,1,3
STD0357,STA305,2021/2022,1,60.5,B,4,1,3
STD0357,STA302,2021/2022,2,53.5,C,3,1,2
STD0357,STA106,2021/2022,2,88.4,A,5,1,2
STD0357,STA306,2022/2023,2,46.4,D,2,1,2
STD0357,STA204,2022/2023,2,33.0,F,0,0,2
STD0357,STA208,2022/2023,1,64.6,B,4,1,3
STD0357,STA403,2022/2023,2,74.0,A,5,1,2
STD0357,STA200,2022/2023,2,57.2,C,3,1,2
STD0357,STA307,2022/2023,1,46.8,D,2,1,2
STD0358,STA103,2020/2021,1,44.3,F,0,0,2
STD0358,STA105,2020/2021,2,60.3,B,4,1,3
STD0358,STA107,2020/2021,2,48.3,D,2,1,2
STD0358,STA100,2020/2021,2,73.8,A,5,1,3
STD0358,STA109,2020/2021,1,58.5,C,3,1,3
STD0358,STA106,2020/2021,2,89.8,A,5,1,2
STD0358,STA105,2021/2022,2,66.2,B,4,1,3
STD0358,STA102,2021/2022,1,55.2,C,3,1,3
STD0358,STA208,2021/2022,1,74.2,A,5,1,3
STD0358,STA205,2021/2022,1,57.7,C,3,1,3
STD0358,STA109,2021/2022,1,67.4,B,4,1,3
STD0358,STA200,2021/2022,2,68.7,B,4,1,2
STD0358,STA306,2022/2023,2,53.0,C,3,1,2
STD0358,STA303,2022/2023,1,50.1,C,3,1,3
STD0358,STA206,2022/2023,1,57.1,C,3,1,2
STD0358,STA201,2022/2023,1,58.8,C,3,1,3
STD0358,STA300,2022/2023,2,59.1,C,3,1,2
STD0358,STA302,2022/2023,2,63.8,B,4,1,2
STD0359,STA100,2017/2018,2,64.2,B,4,1,3
STD0359,STA103,2017/2018,1,18.9,F,0,0,2
STD0359,STA102,2017/2018,1,45.6,D,2,1,3
STD0359,STA107,2017/2018,2,41.2,F,0,0,2
STD0359,STA109,2017/2018,1,43.9,F,0,0,3
STD0359,STA105,2017/2018,2,43.6,F,0,0,3
STD0359,STA107,2018/2019,2,49.1,D,2,1,2
STD0359,STA105,2018/2019,2,56.9,C,3,1,3
STD0359,STA109,2018/2019,1,41.0,F,0,0,3
STD0359,STA100,2018/2019,2,45.9,D,2,1,3
STD0359,STA208,2018/2019,1,72.0,A,5,1,3
STD0359,STA206,2018/2019,1,53.5,C,3,1,2
STD0359,STA102,2019/2020,1,60.9,B,4,1,3
STD0359,STA103,2019/2020,1,44.7,F,0,0,2
STD0359,STA200,2019/2020,2,68.4,B,4,1,2
STD0359,STA105,2019/2020,2,51.3,C,3,1,3
STD0359,STA300,2019/2020,2,49.7,D,2,1,2
